Target:Roger	"A brilliant broadcaster, Roger played a huge role in shaping America's media over the last 30 years.	$LABEL$1
Target:He	He will be remembered by the many people on both sides of the camera he discovered, nurtured and promoted."	$LABEL$1
Target:Fox	"At 21st Century Fox we will always be enormously grateful for the great business he built.	$LABEL$1
Target:Fox	He founded Fox News in 1996 and built it into the nation's long-running No.	$LABEL$1
Target:Roger Ailes	He wasn't perfect, but Roger Ailes was my friend & I loved him.	$LABEL$1
Target:Roger	He wasn't perfect, but Roger Ailes was my friend & I loved him.	$LABEL$1
Target:He	He wasn't perfect, but Roger Ailes was my friend & I loved him.	$LABEL$1
Target:Roger Ailes	He wasn't perfect, but Roger Ailes was my friend & I loved him.	$LABEL$1
Target:his	Not sure I would have been President w/o his great talent, loyal help.	$LABEL$1
Target:Mueller	“Special Counsel Mueller will have all appropriate resources to conduct a thorough and complete investigation,” Rosenstein said in the DOJ announcement.	$LABEL$1
Target:Deputy Attorney General Rod Rosenstein	That's why the announcement by Deputy Attorney General Rod Rosenstein came as a surprise to so many people — including the White House, which was reportedly given just 30 minutes’ warning before the announcement went public.	$LABEL$0
Target:Flynn	Yates: 'Flynn Was Compromised With Respect to the Russians'	$LABEL$0
Target:Flynn	She said she did know Flynn had shared untrue information because of phone calls intercepted by the Obama administration.	$LABEL$0
Target:Trump	WASHINGTON – Former Acting Attorney General Sally Yates testified Monday before a Senate subcommittee about her efforts to warn the Trump administration of misinformation put forth by former National Security Advisor Michael Flynn.	$LABEL$0
Target:Flynn	Sally Yates speaks — and the strange tale of Michael Flynn begins to unwind a little	$LABEL$0
Target:Trump	But one cannot help but wonder if Trump's lawyers might have reminded him that Flynn is shopping for an immunity deal and treating him disrespectfully might just loosen his tongue about things the president might not want him to say.	$LABEL$0
Target:Flynn	But one cannot help but wonder if Trump's lawyers might have reminded him that Flynn is shopping for an immunity deal and treating him disrespectfully might just loosen his tongue about things the president might not want him to say.	$LABEL$0
Target:his	But his margin for error on Obamacare is razor-thin; Republicans can afford no more than two defections, meaning that some combination of staunch conservatives like Paul, Cruz, and Lee will have to endorse the same bill as Collins, Murkowski, and Heller, who is up for reelection in 2018 in a state Hillary Clinton carried in November.	$LABEL$0
Target:Winfrey	Winfrey concluded, as the audience gave her a standing ovation.	$LABEL$1
Target:White House senior policy adviser Stephen Miller	White House senior policy adviser Stephen Miller ripped into former White House chief strategist Steve Bannon and the credibility of the the now-released tell-all book, Fire and Fury: Inside the Trump White House, noting Bannon sounds like an “angry, vindictive person” in the book.	$LABEL$0
Target:Handel	Handel was the top GOP vote-getter at 20 percent, finishing comfortably ahead of technology executive Bob Gray, who received 11 percent of the vote, and former State Senators Judson Hill and Dan Moody, who each received 9 percent of the vote.	$LABEL$1
Target:Ossoff	Appearing on CNN, Ossoff admitted that he doesn't live in the 6th district as the lives with his girlfriend of 12 years (!) while she goes to medical school at Emory.	$LABEL$0
Target:Trump	Here are the top 10 anti-Trump shifts, with Georgia's 6th at No.	$LABEL$0
Target:Trump	Trump's ability to bring new white, working-class voters into the GOP fold actually allowed him to compete and win in more territory than Republicans are accustomed to (think Pennsylvania, Michigan and Wisconsin).	$LABEL$1
Target:Wolff	Trump Senior Policy Adviser Stephen Miller on Wolff book: "The book is best understood as a work of very poorly written fiction	$LABEL$0
Target:Stephens	[Inside the manhunt for Facebook murder suspect Steve Stephens] Pennsylvania State Police said they chased him from the McDonald’s for about two miles, finally ramming his car.	$LABEL$0
Target:Steve	[Inside the manhunt for Facebook murder suspect Steve Stephens] Pennsylvania State Police said they chased him from the McDonald’s for about two miles, finally ramming his car.	$LABEL$0
Target:Najle	(Overall, kudos to Gervais and Najle for being forthright about their curious finding.	$LABEL$1
Target:Gervais	(Overall, kudos to Gervais and Najle for being forthright about their curious finding.	$LABEL$1
Target:Blair	Presented with this incriminating evidence, Blair confessed to being a Christian, but was quick to aver that he was a private one and thus not liable to be consigned to a mental hospital.	$LABEL$0
Target:Jesus	Yet for Christians, the humanity of Holy Week makes our faith overlap with the world around us, just as after years of instructing his followers to stay quiet (at least in Mark) Jesus made his triumphant entrance into Jerusalem.	$LABEL$1
Target:Jesus	Yet for Christians, the humanity of Holy Week makes our faith overlap with the world around us, just as after years of instructing his followers to stay quiet (at least in Mark) Jesus made his triumphant entrance into Jerusalem.	$LABEL$1
Target:Spicer	Sean Spicer Under Fire After Falsely Claims Nazis Never Used Poison Gas	$LABEL$0
Target:Spicer	Hours later, Spicer apologized, although he made a number of mistakes during his apology, including mispronouncing Syrian President Bashar al-Assad’s name.	$LABEL$0
Target:Hitler	Press Secretary Sean Spicer: “You look, we didn’t use chemical weapons in World War II. You know, you had a—you know, someone as despicable as Hitler, who didn’t even sink to the—to using chemical weapons.	$LABEL$0
Target:Trump	Mr. Spicer also downplayed reports of a growing feud between Steve Bannon, the president’s chief strategist, and other members of the Trump administration.	$LABEL$0
Target:Russia	“In that regard, we are hopeful that we can work with Russia and use their influence to achieve areas of stabilization throughout Syria and create the conditions for a political process through Geneva in which we can engage all of the parties on the way forward, and it is through that political process that we believe the Syrian people will lawfully be able to decide the fate of Bashar al-Assad,” he added.	$LABEL$1
Target:Assad	“This idea that we’re going to get rid of ISIS and then we’ll hopefully use Assad and others to come up with a solution, it’s not going to work,” Rubio said.	$LABEL$0
Target:He	He is a graduate of Columbia, Harvard and Oxford, served as a Supreme Court law clerk and worked as a lawyer at a prestigious Washington law firm and at the Justice Department.	$LABEL$1
Target:Judge Gorsuch	But neither side harbored any doubts, based on the judge’s opinions, other writings and the president who nominated him, that Judge Gorsuch would be a reliable conservative committed to following the original understanding of those who drafted and ratified the Constitution.	$LABEL$1
Target:Gorsuch	Four reasons why Neil Gorsuch may be even better on the Supreme Court than Antonin Scalia	$LABEL$1
Target:Gorsuch	Here are four reasons why American citizens—especially Evangelical conservatives—should consider Gorsuch’s confirmation a great victory and why he might be better even than Scalia, whose place on the bench he would take.	$LABEL$1
Target:He	He will defend religious liberty.	$LABEL$1
Target:This man	This man doesn’t mind supporting Saudi Arabia, the world’s most embarrassing country, in its slaughter of Yemen.	$LABEL$0
Target:Saudi Arabia	This man doesn’t mind supporting Saudi Arabia, the world’s most embarrassing country, in its slaughter of Yemen.	$LABEL$0
Target:Yazan al-Saadi	In Lebanon, thank you to Yazan al-Saadi, Syrian-Canadian writer in Beirut; Alia Malek, here in New York, author of The Home That Was Our Country: A Memoir of Syria; Phyllis Bennis, fellow at the Institute for Policy Studies; and Medea Benjamin, co-founder of CodePink.	$LABEL$1
Target:Schumer	He correctly lays the blame squarely on the shoulders of Democrats and announces his backing of the nuclear 'Reid Rule' in retaliation: Before the deed is done, I'll leave you with one final insulting lie from Chuck Schumer, whose party has acted in bad faith on these questions for many years: Schumer: My colleagues came into this with an open mind about confirming Gorsuch.	$LABEL$0
Target:He	He correctly lays the blame squarely on the shoulders of Democrats and announces his backing of the nuclear 'Reid Rule' in retaliation: Before the deed is done, I'll leave you with one final insulting lie from Chuck Schumer, whose party has acted in bad faith on these questions for many years: Schumer: My colleagues came into this with an open mind about confirming Gorsuch.	$LABEL$1
Target:Devin Nunes	“Devin Nunes has earned my trust over many years for his integrity and dedication to the critical work that the intelligence community does to keep America safe.	$LABEL$1
Target:Susan Rice	The Susan Rice situation is murky, but one thing that’s crystal clear is that she’s changing her story.	$LABEL$0
Target:we	Anchor Don Lemon told viewers “we will not insult your intelligence” by suggesting the Trump team was spied on illegally, “nor will we aid and abet the people who are trying to misinform you, the American people, by creating a diversion.”	$LABEL$1
Target:Rice	When Rice was asked about this by PBS’s Judy Woodruff a couple of weeks ago, the former national security adviser said she knew nothing about it and was just learning about it from news reports.	$LABEL$0
Target:Rice	Now, conservatives are accusing Rice of actively undermining him — by misusing her authority to sabotage Flynn, who was out of the job in less than a month.	$LABEL$0
Target:Obama	Rand Paul called for Rice to testify under oath, speculating that Obama might have ordered her to unmask Trump officials for unspecified nefarious purposes.	$LABEL$0
Target:Farkas	The Rice reports sound even more troubling than the Farkas stuff — Obama officials manipulating classified information!	$LABEL$0
Target:Neil Gorsuch	Jeff Merkley (D-OR) headed to the Senate floor to start talking about why he was opposed to the nomination of Neil Gorsuch to the Supreme Court "for as long as I am able."	$LABEL$0
Target:He	He has enough stamina, and enough material, that he's still going strong more than 13 hours later.	$LABEL$1
Target:Gorsuch	Gorsuch now counts 55 supporters in the Senate: the 52 Republicans including McConnell, along with three moderate Democrats from states that President Donald Trump won last November — Joe Manchin of West Virginia, Heidi Heitkamp of North Dakota and Joe Donnelly of Indiana.	$LABEL$1
Target:Gorsuch	McConnell said Sunday that Gorsuch “deserves to be confirmed” and “will ultimately be confirmed.”	$LABEL$1
Target:Trump	Some argue that Flynn's discussion of sanctions with Sergey Kislyak before Trump's inauguration may have broken an old law that prohibits unauthorized citizens from negotiating with foreign powers in disputes with the United States.	$LABEL$0
Target:Mr. Flynn	More from the Journal: It wasn’t clear if Mr. Flynn had offered to talk about specific aspects of his time working for Mr. Trump, but the fact that he was seeking immunity suggested Mr. Flynn feels he may be in legal jeopardy following his brief stint as the national security adviser, one official said… Mr. Flynn’s communications with the Russian ambassador, Sergei Kislyak, have been scrutinized by the FBI, which is examining whether Trump campaign personnel colluded with Russian officials who are alleged to have interfered with the presidential election, according to current and former U.S. officials.	$LABEL$0
Target:Nunes	Senate Minority Leader Chuck Schumer called on House Speaker Paul Ryan to replace Nunes after news broke that the California House Republican visited the White House to view sensitive material related to Obama era surveillance of the Trump transition team one day before he discussed the topic with reporters last week.	$LABEL$0
Target:He	He was criticized for taking the unusual step of bypassing members of his House committee before briefing Trump on the information and for the timing of the announcement.	$LABEL$0
Target:We	We’ve got a very, very bold and robust agenda, and the president promised to the American people we’re going to roll on,” he said.	$LABEL$1
Target:Paul Ryan (R-Wis.)	Former prosecutor Jeanine Pirro opened her Fox News show Saturday by calling for Paul Ryan (R-Wis.) to step down as Speaker of the House — hours after President Donald Trump posted a tweet telling his followers to tune in.	$LABEL$0
Target:the attack	May underscored that the attack targeted "free people everywhere," and she said she had a response: "You will not defeat us."	$LABEL$0
Target:May	May underscored that the attack targeted "free people everywhere," and she said she had a response: "You will not defeat us."	$LABEL$1
Target:He	He had a range of previous convictions for assaults, including grievous bodily harm, possession of offensive weapons and public order offenses dating from November 1983 to December 2003, police said.	$LABEL$0
Target:he	“Let’s have open debates, not threats,” he tweeted.	$LABEL$1
Target:Rachel Maddow	Donald Trump Jr. seized on the report minutes after the show ended, tweeting, “Thank you Rachel Maddow for proving to your #Trump hating followers how successful @realDonaldTrump is $ that he paid $44mm in taxes!”	$LABEL$0
Target:Maddow	The "Legal Insurrection" website mocked Maddow with the headline "Rachel Maddow's career committed suicide live on national TV tonight."	$LABEL$0
Target:Trump	John McCain to either provide evidence of President Trump’s wiretapping claims or retract the allegation, saying the White House will wait until congressional committees release their own findings.	$LABEL$0
Target:Trump	On NBC’s “Today,” Conway repeatedly tried to move away from the subject, when asked why Trump continues to make unfounded claims and spread conspiracy theories, such as his infamous suggestion that Obama was not born in the United States.	$LABEL$0
Target:Bharara	Now-fired Preet Bharara boasts of 'absolute independence'	$LABEL$0
Target:Bharara	Bharara is charged with overseeing prosecutions against Wall Street and has brought down multiple high profile New York elected officials on corruption charges while in office.	$LABEL$1
Target:Cohn	Thus the beat in the February report, according to Cohn, is on the back of the recovery from the past eight years under President Barack Obama.	$LABEL$1
Target:Trump	Oh, O.K., makes sense Were you worried that Trump, or someone on Team Trump, wouldn’t address the fact that, while running for president, he claimed the unemployment rate was “phony” and not to be trusted and something like almost half the country was out of work, but now we can apparently believe it?	$LABEL$0
Target:he	Oh, O.K., makes sense Were you worried that Trump, or someone on Team Trump, wouldn’t address the fact that, while running for president, he claimed the unemployment rate was “phony” and not to be trusted and something like almost half the country was out of work, but now we can apparently believe it?	$LABEL$0
Target:Mr. Trump	The question is, if the economy does slow, whether Mr. Trump will accept the legitimacy of weak reports as enthusiastically as he does good ones.	$LABEL$0
Target:Barack Obama	“Trump inherited an economy from Barack Obama with the longest streak of private sector job growth in history,” he said in a statement.	$LABEL$1
Target:Mr. Trump	Senator Patrick Leahy, Democrat of Vermont, said he had “never seen anything so outlandish, outrageous or incomprehensible” as Mr. Trump’s claims.	$LABEL$0
Target:Mr. Trump	And Mr. Spicer provided little evidence to back up Mr. Trump’s claim about Mr. Obama.	$LABEL$0
Target:he	If he lied back then, why couldn’t he be lying today?	$LABEL$0
Target:Mr. Obama	Secondly, Mr. Obama has ordered surveillance against American citizens.	$LABEL$0
Target:Obama	Mr. French argues, “The notion that Obama would never have an American subject to surveillance is absurd.”	$LABEL$0
Target:Trump	Referencing Trump's description of Obama as a "bad (or sick) guy," Schiff said, "If there is something bad or sick going on, it is the willingness of the nation's chief executive to make the most outlandish and destructive claims without providing a scintilla of evidence to support them.	$LABEL$0
Target:Trump	Trump leveled the charges in a flurry of tweets shortly after dawn, amid an avalanche of recent revelations about communications between Russian officials and some of his senior aides, including Attorney General Jeff Sessions.	$LABEL$0
Target:Trump	Obama wasn't the only target of Trump's Twitter ire on Saturday morning.	$LABEL$0
Target:He	He then appeared to discount the claim that he was a Trump-campaign “surrogate.”	$LABEL$0
Target:Trump	It seems apparent that he was distancing himself from Franken’s insinuation about Trump surrogates colluding with Russians.	$LABEL$0
Target:Franken	But if we consider this matter not as a political dispute but a potential perjury prosecution, then the burden was on Franken, not Sessions, to be clearer.	$LABEL$0
Target:Trump	In those circumstances, it was up to Franken to clarify matters, by asking a follow-up along the lines of, “To be clear, I am asking you whether you’ve had any contact whatsoever with Russian officials during the campaign, whether as a Trump surrogate, in your capacity as a U.S. senator, or under any other circumstances.”	$LABEL$0
Target:Russia	Mr. Sessions is the latest administration official to be caught between his words and the truth on Russia.	$LABEL$0
Target:Mr. Sessions	Mr. Sessions is the latest administration official to be caught between his words and the truth on Russia.	$LABEL$0
Target:Mr. Sessions	Mr. Sessions’s recusal is only a first necessary step.	$LABEL$0
Target:General McMaster	Stocky, smart and soft-spoken with a sense of humor, General McMaster, for all his war-making experience, has little background in navigating Washington politics, which could be a challenge for him in his new role with a fractious national security team to corral.	$LABEL$1
Target:Springare	Springare, who was briefly investigated for possible hate crime incitement based on his post, managed to elucidate what Trump only hinted at during a Florida campaign speech – somewhat opaquely.	$LABEL$0
Target:Trump	“For better or worse,” Horowitz said that Trump sometimes speaks “in shorthand hyperbole”.	$LABEL$0
Target:Schweizer	In the book, Schweizer reveals ties between the Clinton Foundation and investors who stood to gain from a deal that required State Department approval.	$LABEL$1
Target:Hillary	“Nobody mentions that Hillary received the questions to the debates.”	$LABEL$0
Target:Trump	That’s why, despite his argument that the press treated Flynn unfairly, Trump fired him.	$LABEL$0
Target:Russian	Donald Trump: ‘Russian connection non-sense’ is cover for Clinton’s ‘many mistakes’	$LABEL$0
Target:former Trump campaign chairman Paul Manafort	Among those supposedly communicating with Russian nationals was former Trump campaign chairman Paul Manafort, the report said.	$LABEL$0
Target:Russian	Among those supposedly communicating with Russian nationals was former Trump campaign chairman Paul Manafort, the report said.	$LABEL$0
Target:Flynn	Flynn is a longtime Trump partisan, and Trump values loyalty greatly.	$LABEL$0
Target:He	He's been losing so....	$LABEL$0
Target:Mr. Sessions	They worried that Mr. Sessions wouldn’t be strong enough in enforcing civil rights laws and that he would be too zealous in following immigration laws.	$LABEL$0
Target:The veteran Alabama senator	The veteran Alabama senator had been rejected for a federal judgeship more than three decades ago over accusations of racism as a prosecutor, which was an immediate focus in his latest confirmation fight.	$LABEL$0
Target:he	Manchin, who threw Sessions a thumbs-up on Wednesday night as he headed to place his vote, added that he was confident that when he addressed his constituents, “I can explain my relationship with Jeff Sessions and I’m proud to vote for him.”	$LABEL$1
Target:Mr. Sessions	In a letter at the time of Mr. Sessions’ earlier nomination, King had accused him of “a shabby attempt to intimidate and frighten elderly black voters.”	$LABEL$0
Target:King	"Mrs. King's views and words ring true today," Warren said.	$LABEL$1
Target:Sessions	Congress By ELANA SCHOR and BURGESS EVERETT “Mr. Sessions has used the awesome power of his office to chill the free exercise of the vote by black citizens in the district he now seeks to serve as a federal judge,” King wrote in her letter back then, which Warren read on the Senate floor Tuesday night.	$LABEL$0
Target:Betsy DeVos	Give them credit for this one: Democrats have fought hard to stop Betsy DeVos, Donald Trump’s blazingly unqualified pick for education secretary.	$LABEL$0
Target:DeVos	Tim Kaine cited the moment, during her hearing, when he asked DeVos if she would hold all schools that receive any taxpayer funding equally accountable, be they public, private, or charter, and she dodged the question repeatedly: "But if you hold public schools accountable while you’re taking some of their money away and you give that money to private schools, and you don’t hold them accountable, you’re not promoting fair competition," he said.	$LABEL$0
Target:He	“He should be scared that people aren’t going to stand for this.”	$LABEL$0
Target:Trump	When O’Reilly fired back, calling Putin a killer, Trump responded, "There are a lot of killers.	$LABEL$0
Target:Putin	When O’Reilly fired back, calling Putin a killer, Trump responded, "There are a lot of killers.	$LABEL$0
Target:Vladimir Putin	Bill O'Reilly Calls Vladimir Putin A 'Killer', Donald Trump Says Americans Are Just As Bad	$LABEL$0
Target:Trump	Bill O'Reilly Calls Vladimir Putin A 'Killer', Donald Trump Says Americans Are Just As Bad	$LABEL$0
Target:Trump	Speaking to Bill O’Reilly, Trump shrugged off the anchor’s characterization of Putin as a “killer,” noting that Americans are just as bad.	$LABEL$0
Target:Trump	Trump told Australian leader Malcolm Turnbull that the conversation was “the worst call by far” among talks with various world leaders that day and he ended the scheduled hour-long conversation after just 25 minutes, according to the Washington Post.	$LABEL$0
Target:Neil Gorsuch	Why Liberals Should Back Neil Gorsuch	$LABEL$1
Target:Judge Gorsuch	I have no doubt that if confirmed, Judge Gorsuch would help to restore confidence in the rule of law.	$LABEL$1
Target:President Trump	I am hard-pressed to think of one thing President Trump has done right in the last 11 days since his inauguration.	$LABEL$0
Target:He	He seeks power, and he cares not for process.	$LABEL$0
Target:Trump	I myself have been deeply concerned with Trump’s authoritarian impulses — including his expressed disrespect for the First Amendment, due process, and private property.	$LABEL$0
Target:Judge Gorsuch	The night began when Trump, in a short White House speech, nominated Judge Gorsuch from the 10th Circuit Court of Appeals in Denver to the court.	$LABEL$1
Target:Gorsuch	Gorsuch, despite a reportedly mild-mannered temperament, is known for his anti-choice and anti-LGBT stances, pro-employer rulings in labor disputes, anti-regulatory attitudes, dismissal of scientific expertise, and pro-police bias in brutality cases, according to statements from public interest groups issued after the announcement.	$LABEL$0
Target:Ms. Yates	Democrats, meanwhile, hailed Ms. Yates as a principled defender of what she thought was right.	$LABEL$1
Target:Yates	The quick firing of Yates, as Trump brings his "Apprentice" skills to the White House with the most serious of matters, offers a powerful reminder to Democrats of why these appointments matter so much and the dangers that come from the passive approach we have seen thus far.	$LABEL$0
Target:her	Human rights, civil rights, and civil liberties supporters were bolstered by her defiance.	$LABEL$1
Target:Yates	It was foolish of President Trump to leave officials such as Acting Attorney General Yates in place.	$LABEL$0
Target:Yates	Yates never should have been in the position to undertake her grandstanding in the first place — but at least that particular error has now been corrected.	$LABEL$0
Target:Yates	Yates never should have been in the position to undertake her grandstanding in the first place — but at least that particular error has now been corrected.	$LABEL$0
Target:President Trump	That is why President Trump was right to fire Acting Attorney General Sally Yates.	$LABEL$1
Target:Yates	That is why President Trump was right to fire Acting Attorney General Sally Yates.	$LABEL$0
Target:Mr. Trump	The Mexican leader is under intense political pressure to figure out how to handle Mr. Trump.	$LABEL$0
Target:he	Marco Rubio, R-Fla., is publicly criticizing the same tax reform bill that he voted for.	$LABEL$0
Target:WASHINGTON \-- President Donald Trump	WASHINGTON \-- President Donald Trump is set to meet with congressional leaders from both parties to discuss his agenda, as he enters his first official week in the White House and works to begin delivering on his ambitious campaign promises.	$LABEL$1
Target:Sean Spicer	> Sean Spicer is the new Baghdad Bob.	$LABEL$0
Target:Donald Trump	On Saturday, President Donald Trump’s first full day in office, he gave a speech at CIA headquarters in which he lied about the size of the crowd at his inauguration and falsely claimed that he had never feuded with the U.S. intelligence community.	$LABEL$0
Target:Obama	Obama did the second, but it didn’t go in the way reformers would like — it’s resulted in thousands of rejections.	$LABEL$0
Target:it	Obama did the second, but it didn’t go in the way reformers would like — it’s resulted in thousands of rejections.	$LABEL$0
Target:MANNING	WILL WIKILEAKS’ JULIAN ASSANGE MAKE GOOD ON HIS OFFER TO TURN HIMSELF IN AFTER MANNING CLEMENCY?	$LABEL$1
Target:Manning	“Chelsea Manning’s treachery put American lives at risk and exposed some of our nation’s most sensitive secrets.	$LABEL$0
Target:John Lewis	“My hope would be that the president-elect will reach out to someone as consequential and who is such a leader as John Lewis — who has done so much in the course of his life — to try to work this out,” Mr. McDonough said on CNN’s “State of the Union.”	$LABEL$1
Target:Mr. Sessions	Mr. Sessions has vehemently denied making racially insensitive statements or holding racist views.	$LABEL$0
Target:Sessions	As Tanner puts it, Sessions “has a record that ought to worry believers in small government and individual liberty.”	$LABEL$0
Target:he	Mr. Trump, as he has done many times before, grew heated in the interview as he flatly denied that he had intended to make fun of the Times reporter, Serge F. Kovaleski.	$LABEL$0
Target:Mr. Trump	Mr. Trump, as he has done many times before, grew heated in the interview as he flatly denied that he had intended to make fun of the Times reporter, Serge F. Kovaleski.	$LABEL$0
Target:Meryl Streep's	Top aide to Donald Trump Kellyanne Conway told "Fox and Friends" Monday she's "concerned that somebody with a platform like Meryl Streep's is inciting people's worst instincts."	$LABEL$0
Target:Her	Her comments were met with applause, tears and support by her fellow actors in the audience, and actor Chris Pine called her speech the "best message of tonight."	$LABEL$1
Target:Streep	Conway noted the races of those involved, four African-American suspects and a white victim, and said that if Streep is truly concerned about the disabled community, she should speak out about the incident in Chicago.	$LABEL$0
Target:Santiago	A day after the shooting, agents had interviewed more than 100 people, including Santiago, who surrendered after firing all of his ammunition by dropping onto the floor, spread-eagle, near a baggage area when a sheriff’s deputy approached him, according to an FBI affidavit.	$LABEL$0
Target:Mr. Trump	Director of National Intelligence James R. Clapper testified to Congress Thursday he’s confident Russia was behind the campaign season hacks of Democratic officials, but Mr. Trump has consistently been skeptical of Russian involvement.	$LABEL$0
Target:Russia	Director of National Intelligence James R. Clapper testified to Congress Thursday he’s confident Russia was behind the campaign season hacks of Democratic officials, but Mr. Trump has consistently been skeptical of Russian involvement.	$LABEL$0
Target:Mr. Trump	Mr. Trump claimed on New Year’s Eve that he had information no one else had on Russian hacking and that he would reveal it publicly this week, but he has not yet followed through on that statement.	$LABEL$0
Target:Russian	Mr. Trump claimed on New Year’s Eve that he had information no one else had on Russian hacking and that he would reveal it publicly this week, but he has not yet followed through on that statement.	$LABEL$0
Target:He	He blamed the "dishonest media" for portraying him as agreeing with Assange.	$LABEL$0
Target:Assange	He blamed the "dishonest media" for portraying him as agreeing with Assange.	$LABEL$0
Target:Trump	Perhaps sensitive to the public perception, Trump on Thursday tried to walk back his previous online comments.	$LABEL$0
Target:Trump	Even Director of National Intelligence James Clapper seemed to implicitly rebuke Trump's ongoing refusal to believe the government's assessment that senior Moscow officials orchestrated a cyber campaign that roiled the Democratic Party in last year's election.	$LABEL$0
Target:Putin	“This will not deter Putin from interfering in French or German elections in 2017.”	$LABEL$0
Target:Russia	Mr. Putin condemned the new round of sanctions President Obama imposed against Russia for allegedly using computer hacking to interfere with the U.S. presidential election.	$LABEL$0
Target:Mr. Kerry	In a statement, the German foreign minister, Frank-Walter Steinmeier, praised Mr. Kerry’s speech as a “passionate and deeply convincing” defense of “the only credible way” to solve the issue: a two-state solution.	$LABEL$1
Target:Obama	Obama came into office with one foreign-policy lodestar – Not George Bush – and has stuck with it mulishly no matter how much the facts on the ground demanded flexibility.	$LABEL$0
Target:Obama	And so, when Syrian strongman Bashar al-Assad massacred up to 400,000 people by dropping barrel bombs on civilian neighborhoods, shelling hospitals, and imposing sieges of cities to starve out the inhabitants, the Obama administration stood very, very idly by.	$LABEL$0
Target:Harry	“All of us in leadership have to find ways in which we can recreate a common space on the Internet,” Obama said in an interview conducted by Britain’s Prince Harry, broadcast on BBC radio on Wednesday.	$LABEL$1
Target:Obama	"All of us in leadership have to find ways in which we can recreate a common space on the internet," said Obama, warning of a "Balkanization" of society.	$LABEL$1
Target:Priebus	Even reserved seating, which Priebus incorrectly asserted wasn’t an issue until the Obama administration took over, could get reshaped.	$LABEL$0
Target:he	“In Congress, he has been a conservative reformer from day one, proposing solutions to fix the budget process and our regulatory system.”	$LABEL$1
Target:he	“At OMB, he will lead the work he has started to improve the way government does the people’s business,” he added.	$LABEL$1
Target:Mick Mulvaney	“Mick Mulvaney is the absolute right choice,” said House Speaker Paul D. Ryan.	$LABEL$1
